MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_anular
412.0448877805486,202385.065,449.3109881694143,6654,31.26915412990892,164.048295719554,165230,Dedo anular
426.17955112219454,217603.23,465.89760522416935,8095,37.32562792505975,171.6867556793801,170898,Dedo anular
424.44389027431424,209696.23,457.3546728285442,6705,30.84003080413507,154.9032157760213,170202,Dedo anular
433.9576059850374,221367.5675,469.9101282993422,7350,32.89278036286991,163.66188021218773,174017,Dedo anular
454.8379052369077,244184.39,493.53363752795116,7681,31.40696578786305,174.12907879926124,182390,Dedo anular
425.53117206982546,214140.345,462.1756475378786,7470,38.78440408205339,165.02796624399102,170638,Dedo anular
414.9002493765586,206123.4425,453.44174813598545,6899,31.26247750898831,166.41825610537245,166375,Dedo anular
366.713216957606,171374.605,413.45766035681413,6837,40.507807889344,163.30689485761906,147052,Dedo anular
349.3441396508728,173773.5725,416.3414727662105,7318,53.61739456556985,187.30969334767818,140087,Dedo anular
520.3840399002494,323676.715,568.216104265914,7594,35.96428784224707,181.4668192361988,208674,Dedo anular
386.19700748129674,184105.1425,428.5394117597837,6776,32.46320994602967,161.80878228369224,154865,Dedo anular
405.5286783042394,196460.7975,442.6859725857479,7606,36.58148438759696,157.09638621650362,162617,Dedo anular
428.3142144638404,215425.615,463.560561323936,7374,35.51344815700103,159.102443392765,171754,Dedo anular
428.7630922693267,217650.75,465.9484735996839,7039,32.027371106601926,167.79924254202396,171934,Dedo anular
450.00997506234415,236392.16,485.59515377172323,7333,35.74293636510576,169.028799572142,180454,Dedo anular
421.3017456359102,208982.175,456.57531957377006,7197,35.32771574840355,160.49632775915572,168942,Dedo anular
416.9551122194514,206032.0225,453.34118159799726,7284,33.08489081136584,162.51097940933204,167199,Dedo anular
413.6832917705736,204919.7275,452.11581009257003,5433,25.494264060764728,170.1451732265347,165887,Dedo anular
420.9002493765586,212751.6175,460.6745758536119,4952,25.42705252285447,179.98182847121598,168781,Dedo anular
429.79052369077306,217463.715,465.74822755574894,5041,24.48933441316852,171.4199787314755,172346,Dedo anular
429.00997506234415,219319.0575,467.7308277011949,5230,24.39672109116305,177.93079645027086,172033,Dedo anular
420.6159600997506,209807.1475,457.47561427453195,4523,23.636042392921876,173.4447049458647,168667,Dedo anular
392.8354114713217,185405.6025,430.05028123351747,5046,25.504215337861307,161.32923302715784,157527,Dedo anular
408.4937655860349,201057.175,447.8345515211612,4760,22.673111828771983,172.54640207461398,163806,Dedo anular
384.2418952618454,181825.2375,425.87769133878083,5362,26.549764594059962,168.94758117175888,154081,Dedo anular
406.53865336658356,197943.025,444.35278945479723,5247,26.285499805025584,169.0717719417168,163022,Dedo anular
395.34164588528677,190626.735,436.06347772827615,5147,25.881798623743286,169.12071442341772,158532,Dedo anular
418.53117206982546,207999.1925,455.50026484275554,5720,24.531714167583154,166.99835200029852,167831,Dedo anular
361.0224438902743,161113.33,400.8884522185623,5282,24.449744374941837,154.57252131516594,144770,Dedo anular
321.9925187032419,132049.1475,362.93229104104154,5055,24.286879173743174,145.96029875436093,129119,Dedo anular
352.428927680798,154770.825,392.91839209038403,5170,24.709208809672557,158.88963377093427,141324,Dedo anular
352.46134663341644,153988.9125,391.9246104155448,5154,24.317175000398382,155.50984135670797,141337,Dedo anular
346.1620947630923,149348.5575,385.9742442274906,5155,27.904972675134445,155.28103680947254,138811,Dedo anular
404.81795511221947,201252.055,448.0515367132694,5407,34.284362324535074,145.5331123562664,162332,Dedo anular
359.25436408977555,154828.2175,392.9912368227202,6191,28.06683986486544,136.62783191646818,144061,Dedo anular
379.79551122194516,172459.685,414.7645247276683,5673,25.26751867516872,149.27948209277307,152298,Dedo anular
343.788029925187,147453.6025,383.51778026650686,4791,22.359617617481746,154.11686494486972,137859,Dedo anular
357.8528678304239,155559.4725,393.91819409732494,5236,25.644980015589795,152.8086268120223,143499,Dedo anular
369.3466334164589,163997.32,404.4605656021141,5000,23.823727668020386,154.04717632353032,148108,Dedo anular
367.59850374064837,162372.1575,402.45153671156015,5195,25.03352751811059,150.78725878570407,147407,Dedo anular
374.788029925187,168359.9,409.80489244921387,4915,22.66666053921486,150.84474599038563,150290,Dedo anular
408.571072319202,198045.1525,444.467405232616,5838,25.095617147223138,161.90340856089202,163837,Dedo anular
327.1346633416459,135532.8175,367.68849645309837,5022,26.26547163102159,150.11045951206768,131181,Dedo anular
357.65835411471323,157683.6225,396.59853316512425,5818,29.068367687230047,156.28248580543655,143421,Dedo anular
376.6209476309227,172657.4475,415.00226541460216,5234,24.120737965493507,160.9173201659194,151025,Dedo anular
337.75311720698255,142478.9075,376.99283614379283,5072,25.374100969295444,151.46144613528523,135439,Dedo anular
318.34912718204487,125371.715,353.6369145489068,4664,23.50042552806225,132.43175104632434,127658,Dedo anular
306.3366583541147,118437.3425,343.71788945466903,4546,22.935670907998308,133.91973930510383,122841,Dedo anular
306.51870324189525,119323.245,345.0009866623645,5120,24.40327846827143,138.8148705542876,122914,Dedo anular
356.1720698254364,155853.5475,394.29035657340523,6074,30.65354791863415,155.7803123114906,142825,Dedo anular
357.4039900249377,155435.6375,393.7613712089584,5548,28.457687889215457,147.92315968184278,143319,Dedo anular
329.48129675810475,133513.55,364.9391709637932,5464,24.197313900513834,139.53537602378094,132122,Dedo anular
359.5860349127182,157226.145,396.02280218489193,6048,27.948792460498183,151.26920852482263,144194,Dedo anular
339.2369077306733,145026.405,380.3481867212523,5580,28.106138119635006,154.65331683260675,136034,Dedo anular
353.8802992518703,152192.225,389.6314839265853,6190,29.74432719023915,146.99527988010024,141906,Dedo anular
366.4114713216958,163779.5575,404.19194657465715,5842,30.284897226175293,157.19871145079946,146931,Dedo anular
375.02493765586036,169613.4375,411.327681230711,6812,32.81600219405161,154.48845467378933,150385,Dedo anular
337.3441396508728,143322.5825,378.107351920139,5982,31.247799922554545,156.55175030006035,135275,Dedo anular
348.4937655860349,151550.27,388.80887226517825,6353,33.118688077881345,157.67074831624183,139746,Dedo anular
361.8453865336658,162247.72,402.29729332851764,6406,34.841857011359195,162.2737793919192,145100,Dedo anular
349.3765586034913,151974.52,389.3527079295453,6021,30.907563799173822,160.11088239501,140100,Dedo anular
350.71820448877804,151728.15,389.03698482419026,6311,30.350247115962663,154.23548361017654,140638,Dedo anular
351.6209476309227,155327.24,393.62404686999776,6351,32.61460562386122,162.70957270166232,141000,Dedo anular
364.857855361596,163949.305,404.40135245240793,6554,31.646800786177423,159.47072468454797,146308,Dedo anular
